p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
AMICA1 7.80958305410172e-47 0.709591054259321 0.516 0.208 2.55670130025182e-42 1 AMICA1
CPPED1 1.35887385297993e-46 0.64399428270711 0.282 0.064 4.44868121988571e-42 1 CPPED1
LAMTOR4 5.10697303033455e-46 0.640739992689279 0.764 0.466 1.67192083067092e-41 1 LAMTOR4
ISG15 2.33634885906948e-45 0.802362034395888 0.689 0.395 7.64873889482168e-41 1 ISG15
CYBB 2.20363341526163e-44 0.6869162654712 0.284 0.069 7.21425507488353e-40 1 CYBB
H2AFY 1.42458932000331e-43 0.961569170605514 0.537 0.245 4.66382051582683e-39 1 H2AFY
FOSB 2.61528500678511e-43 0.693399079324615 0.712 0.438 8.56192005521309e-39 1 FOSB
MT-CO1 3.79188761524727e-43 0.321370127397953 0.994 0.995 1.24138816747965e-38 1 MT-CO1
GLRX 8.98638933121074e-43 0.769143130906973 0.626 0.321 2.94196413925177e-38 1 GLRX
ATP6V1F 1.59908102423561e-41 0.809902504609933 0.614 0.32 5.23507145714254e-37 1 ATP6V1F
LGALS9 3.44640348528797e-41 0.639730816282256 0.384 0.129 1.12828357301358e-36 1 LGALS9
LRRC25 3.59153690065705e-41 0.589786639839852 0.271 0.066 1.17579735053711e-36 1 LRRC25
NCF1 1.45023651911865e-40 0.758707574589258 0.37 0.12 4.74778431629064e-36 1 NCF1
VAMP8 3.67925146186959e-40 0.500379454396026 0.714 0.463 1.20451334358687e-35 1 VAMP8
HLA-DPA1 4.05346894127062e-40 0.52335601022145 0.764 0.434 1.32702466199317e-35 1 HLA-DPA1
JUND 6.28260318476e-40 0.923319568755179 0.344 0.112 2.05679863062673e-35 1 JUND
TCEB2 8.93942493415704e-40 0.664840521893559 0.718 0.437 2.92658893494433e-35 1 TCEB2
C10orf54 7.91784250814515e-39 0.621223256735824 0.601 0.322 2.59214328031656e-34 1 C10orf54
RP11-290F20.3 1.45974296677134e-38 0.546357754100954 0.29 0.077 4.77890652461602e-34 1 RP11-290F20.3
GLIPR2 4.06752128434823e-38 0.653844451379013 0.445 0.176 1.33162511806992e-33 1 GLIPR2
FAM26F 6.21272420788465e-38 0.601647652329516 0.459 0.178 2.03392165117728e-33 1 FAM26F
SAT2 6.38160687980564e-38 0.80892552378718 0.367 0.128 2.08921046031077e-33 1 SAT2
BID 1.77083032330602e-37 0.644978866151879 0.424 0.158 5.79734431243925e-33 1 BID
MYL6 2.07914134010363e-37 0.444602432949328 0.942 0.833 6.80669291923125e-33 1 MYL6
RHOB 9.50589345421119e-37 0.728218263584383 0.301 0.092 3.11203939903966e-32 1 RHOB
MIR24-2 1.18699399899703e-36 0.684571136735848 0.271 0.075 3.88598095391648e-32 1 MIR24-2
GSTO1 4.8086036263949e-36 0.625240885842493 0.509 0.244 1.57424065520916e-31 1 GSTO1
LY6E 3.12465849770081e-35 0.518902933501461 0.827 0.633 1.02295069897729e-30 1 LY6E
LAMTOR1 3.43515333322497e-35 0.500572779877096 0.574 0.293 1.12460049823119e-30 1 LAMTOR1
CLTA 2.73962363915724e-34 0.615379164419747 0.511 0.244 8.96897986987296e-30 1 CLTA
TMEM205 5.76181216296839e-34 0.654195906241711 0.271 0.078 1.88630206591259e-29 1 TMEM205
SCPEP1 9.5423867271267e-34 0.720479203292967 0.309 0.099 3.12398656672674e-29 1 SCPEP1
HLA-DPB1 1.38096635671324e-33 0.390425525904651 0.758 0.465 4.52100765860781e-29 1 HLA-DPB1
RHOG 2.14637723361813e-33 0.667025212888422 0.62 0.34 7.02680978741904e-29 1 RHOG
ANXA5 2.96859303334777e-33 0.635285848953648 0.526 0.259 9.71857987257393e-29 1 ANXA5
CECR1 7.33128563676489e-33 0.51518677591323 0.261 0.074 2.40011629176409e-28 1 CECR1
CARD16 7.66140332889181e-33 0.600870741688325 0.503 0.239 2.5081902218126e-28 1 CARD16
GNAI2 8.82886925149604e-33 0.646183357300555 0.426 0.187 2.89039521555477e-28 1 GNAI2
BNIP3L 8.89045604895194e-33 0.632367880987802 0.349 0.127 2.91055750130589e-28 1 BNIP3L
DYNLT1 1.72111493407163e-32 0.579706511104308 0.384 0.15 5.63458607116369e-28 1 DYNLT1
C20orf27 2.07483098980708e-32 0.729052519599551 0.29 0.093 6.79258169443041e-28 1 C20orf27
EFHD2 3.37300038473486e-32 0.596219562729867 0.386 0.151 1.1042528659545e-27 1 EFHD2
ZFP36 5.65456825508849e-32 0.502039591676673 0.848 0.674 1.85119255535087e-27 1 ZFP36
TPI1 6.74716306814418e-32 0.534111983379554 0.712 0.463 2.20888624524904e-27 1 TPI1
CD63 3.07067909428912e-31 0.547584620527403 0.562 0.297 1.00527892188837e-26 1 CD63
GPX4 5.05360003749287e-31 0.570067701572736 0.731 0.503 1.65444758027441e-26 1 GPX4
ATP6V0D1 5.61301858946282e-29 0.560843647385038 0.344 0.135 1.83759002581834e-24 1 ATP6V0D1
SOD2 8.87544526736263e-29 0.659711276023309 0.382 0.163 2.90564327162918e-24 1 SOD2
ATOX1 1.48724274961255e-27 0.525165507520609 0.261 0.086 4.86893531368156e-23 1 ATOX1
THEMIS2 2.25770290854212e-27 0.556091009385512 0.259 0.085 7.39126778198521e-23 1 THEMIS2
TIMM13 5.27050766054228e-27 0.531136398045903 0.386 0.17 1.72545879790833e-22 1 TIMM13
ARRB2 6.00243920303805e-27 0.76513353821311 0.447 0.216 1.9650785462906e-22 1 ARRB2
GLUL 7.39327041078836e-27 0.555883235982309 0.263 0.091 2.42040886708389e-22 1 GLUL
NOP10 9.64365920577893e-27 0.607836497215962 0.489 0.253 3.15714115078791e-22 1 NOP10
SERP1 1.00395555428025e-26 0.414268787647157 0.743 0.511 3.28674969360268e-22 1 SERP1
SUPT4H1 3.28989518552954e-26 0.576222254990409 0.474 0.248 1.07704588583866e-21 1 SUPT4H1
H3F3A 1.29381843463971e-25 0.505310241562425 0.582 0.342 4.23570279132349e-21 1 H3F3A
NDUFS7 1.37676742269751e-25 0.598894957016169 0.482 0.251 4.5072611884271e-21 1 NDUFS7
COMT 1.49993486251683e-25 0.532850653014479 0.311 0.122 4.9104867529076e-21 1 COMT
ARPC2 1.62125126559187e-25 0.349913952295807 0.894 0.782 5.30765239329465e-21 1 ARPC2
SLC25A5 1.90139517532306e-25 0.583635961068733 0.689 0.47 6.22478752497264e-21 1 SLC25A5
CLIC1 3.32779595403822e-25 0.350851990802944 0.808 0.609 1.08945383943303e-20 1 CLIC1
OAZ2 4.02346015734111e-25 0.585957215309354 0.324 0.127 1.31720038631033e-20 1 OAZ2
LAMTOR2 6.237924205411e-25 0.525332320772291 0.395 0.186 2.04217162636745e-20 1 LAMTOR2
BST2 1.26052998461546e-24 0.528151333297645 0.641 0.407 4.1267230636341e-20 1 BST2
COX6B1 1.3328152991166e-24 0.489392094622456 0.741 0.539 4.36337072624792e-20 1 COX6B1
CSTB 1.82701364783958e-24 0.524394963445815 0.559 0.329 5.98127728029721e-20 1 CSTB
MS4A7 1.92203066585133e-24 0.348531663729888 0.259 0.087 6.29234399386409e-20 1 MS4A7
NAGK 2.47857766870102e-24 0.546699351394995 0.259 0.094 8.1143675717934e-20 1 NAGK
WDR83OS 6.45811926443126e-24 0.473060874978072 0.53 0.306 2.11425908478951e-19 1 WDR83OS
ZYX 8.67430177635403e-24 0.431600159054662 0.299 0.118 2.83979291554278e-19 1 ZYX
BRK1 1.1012812402639e-23 0.389220095070472 0.727 0.515 3.60537452437596e-19 1 BRK1
NDUFA11 1.27465132792002e-23 0.547119175117855 0.595 0.373 4.17295351734457e-19 1 NDUFA11
NINJ1 4.50017090095429e-23 0.492088468991902 0.305 0.122 1.47326594955441e-18 1 NINJ1
HSBP1 5.38540175952915e-23 0.471820683309505 0.313 0.129 1.76307282803465e-18 1 HSBP1
TNFSF10 2.12146683845054e-22 0.567295413793224 0.38 0.18 6.94525813571936e-18 1 TNFSF10
MT2A 2.39302038182533e-22 0.509519697144223 0.495 0.278 7.83427012601977e-18 1 MT2A
SAMHD1 4.96187026765788e-22 0.626776932354988 0.403 0.208 1.62441708822584e-17 1 SAMHD1
POLE4 7.62446836628962e-22 0.501826223816167 0.342 0.157 2.4960984537559e-17 1 POLE4
NAPRT1 1.51516482256231e-21 0.619730589926429 0.253 0.097 4.96034659610447e-17 1 NAPRT1
WARS 2.16322911345125e-21 0.512654079597751 0.269 0.107 7.08197947161671e-17 1 WARS
ATP5D 1.21845654677955e-20 0.385218964623071 0.695 0.511 3.98898304284688e-16 1 ATP5D
RHOA 1.51854422390553e-20 0.396535624222607 0.706 0.537 4.97141008022193e-16 1 RHOA
ITGB2 3.19558822572627e-20 0.365495884464858 0.649 0.432 1.04617167333827e-15 1 ITGB2
PKM 8.08940337952271e-20 0.416406279400697 0.599 0.387 2.64830887838814e-15 1 PKM
CASP1 1.37338903452128e-19 0.490719954613057 0.436 0.235 4.49620102121578e-15 1 CASP1
COX8A 1.39898654098246e-19 0.454699672050374 0.553 0.35 4.58000213786838e-15 1 COX8A
RILPL2 2.67480401707483e-19 0.606100745991336 0.332 0.16 8.75677339109957e-15 1 RILPL2
CAPNS1 6.38136966343148e-19 0.425559213683801 0.251 0.103 2.0891328004142e-14 1 CAPNS1
HLA-DMB 6.8062078250625e-19 0.316427018105889 0.33 0.148 2.22821631776896e-14 1 HLA-DMB
GLIPR1 8.28568059410589e-19 0.440139062097196 0.355 0.175 2.71256611289839e-14 1 GLIPR1
RNH1 1.29702467729029e-18 0.4386534888143 0.47 0.272 4.24619938851296e-14 1 RNH1
HIGD2A 1.47180082461123e-18 0.447206452759528 0.647 0.461 4.81838153961225e-14 1 HIGD2A
POLR2L 2.76521015806192e-18 0.450432881888709 0.522 0.322 9.0527450154631e-14 1 POLR2L
SLC25A6 7.51502219741882e-18 0.311866412543656 0.881 0.822 2.46026796699097e-13 1 SLC25A6
EMP3 7.65010512931246e-18 0.406070106268954 0.829 0.713 2.50449141723431e-13 1 EMP3
SDCBP 9.24224830291233e-18 0.448030668249348 0.397 0.21 3.02572724940744e-13 1 SDCBP
POU2F2 1.21601628972652e-17 0.487526563623244 0.286 0.132 3.98099412930668e-13 1 POU2F2
SERPINB6 2.10763015577495e-17 0.431904941243663 0.33 0.164 6.89995960397603e-13 1 SERPINB6
NDUFS6 4.07843815706303e-17 0.413239200974186 0.374 0.199 1.3351990838593e-12 1 NDUFS6
TMEM219 4.63237106705307e-17 0.525499216418138 0.424 0.243 1.51654563993183e-12 1 TMEM219
SEC11A 1.44414796913043e-16 0.5015567276691 0.484 0.296 4.72785162133921e-12 1 SEC11A
H3F3B 1.83685871105684e-16 0.315917313630645 0.99 0.956 6.01350804825789e-12 1 H3F3B
TNFRSF1B 1.92290293807943e-16 0.617102620098818 0.259 0.117 6.29519963868444e-12 1 TNFRSF1B
SPG21 2.65500798007065e-16 0.452630454792961 0.305 0.148 8.69196512515529e-12 1 SPG21
NDUFB1 2.75648923956132e-16 0.427870329813083 0.307 0.151 9.02419447247585e-12 1 NDUFB1
UQCRFS1 5.1229618585604e-16 0.395122973941073 0.438 0.255 1.67715525325551e-11 1 UQCRFS1
PLSCR1 6.39824125098184e-16 0.466468036009753 0.257 0.115 2.09465622074643e-11 1 PLSCR1
STX10 1.02493818368936e-15 0.46388918317262 0.263 0.121 3.35544262576222e-11 1 STX10
GRB2 1.07300209871429e-15 0.353513330371808 0.311 0.157 3.51279427077085e-11 1 GRB2
ATG3 1.18486257363705e-15 0.377609199362144 0.344 0.183 3.87900309357299e-11 1 ATG3
COX4I1 2.042465649427e-15 0.277602173498575 0.937 0.897 6.68662404309412e-11 1 COX4I1
UQCR11.1 2.92794570284639e-15 0.419894333038529 0.697 0.54 9.58550864197853e-11 1 UQCR11.1
PSMB3 3.16114843703604e-15 0.394083225626682 0.526 0.351 1.03489677531686e-10 1 PSMB3
LAP3 3.44525831461465e-15 0.420883610545953 0.269 0.13 1.12790866703854e-10 1 LAP3
UQCRC1 8.18691510065378e-15 0.498990519797098 0.307 0.157 2.68023226565203e-10 1 UQCRC1
YBX1 9.57021159324005e-15 0.334177387954487 0.864 0.807 3.13309587139493e-10 1 YBX1
IFI27L2 2.346396063424e-14 0.409366993455589 0.282 0.138 7.68163143243749e-10 1 IFI27L2
UBE2L6 2.78144226230464e-14 0.434901069158861 0.489 0.314 9.10588567833292e-10 1 UBE2L6
REEP5 3.05641739197164e-14 0.346295830012764 0.403 0.232 1.00060992578368e-09 1 REEP5
EPSTI1 6.17525530271443e-14 0.397047595380601 0.299 0.157 2.02165508100265e-09 1 EPSTI1
ATP5E 6.74324243752351e-14 0.272567445582675 0.85 0.731 2.20760270919645e-09 1 ATP5E
HMGB2 8.59045404723271e-14 0.360100069491183 0.461 0.293 2.81234284598304e-09 1 HMGB2
EIF4E2 9.44396556840717e-14 0.404548874363313 0.263 0.132 3.09176544778514e-09 1 EIF4E2
GNB2 1.11522717376633e-13 0.341411007542667 0.399 0.238 3.65103072147621e-09 1 GNB2
CASP4 1.12983958336346e-13 0.529731742483033 0.453 0.287 3.6988688280153e-09 1 CASP4
COX5B 1.14873858751842e-13 0.448445216352065 0.628 0.476 3.7607403878178e-09 1 COX5B
VAMP5 1.20303434649355e-13 0.491968082746679 0.347 0.198 3.93849384355058e-09 1 VAMP5
PARVG 1.35598789153743e-13 0.369925049529661 0.263 0.128 4.43923315931525e-09 1 PARVG
CHMP4B 1.71044300171231e-13 0.335558501552349 0.294 0.151 5.59964829900576e-09 1 CHMP4B
ZNHIT1 2.06305420469548e-13 0.418418369564875 0.405 0.246 6.75402685533207e-09 1 ZNHIT1
RNF7 2.21837732935743e-13 0.334544855846281 0.384 0.222 7.26252370085034e-09 1 RNF7
C11orf31 3.09050052007819e-13 0.388006442198054 0.582 0.416 1.0117680602632e-08 1 C11orf31
PRDX5 3.32935753299119e-13 0.382189259009662 0.491 0.324 1.08996506915066e-08 1 PRDX5
BLOC1S1 4.1271938720598e-13 0.272488935913937 0.455 0.281 1.35116072983494e-08 1 BLOC1S1
IFI35 6.48558344111741e-13 0.44086109889165 0.294 0.157 2.12325030695302e-08 1 IFI35
MYADM 8.74013832832786e-13 0.565672373021263 0.301 0.166 2.86134648592798e-08 1 MYADM
HSD17B11 8.99251226443664e-13 0.455997152471722 0.395 0.241 2.94396866513127e-08 1 HSD17B11
NDUFA13 9.39885959872028e-13 0.381984339186408 0.593 0.432 3.07699865542905e-08 1 NDUFA13
CD97 1.33765231293558e-12 0.366245994506404 0.347 0.199 4.37920614208849e-08 1 CD97
MRPL23 1.54619466162395e-12 0.43108503914326 0.418 0.262 5.06193208322448e-08 1 MRPL23
ARF5 2.03684546218083e-12 0.350469139341514 0.43 0.269 6.66822467408759e-08 1 ARF5
LSMD1 2.74554558643488e-12 0.394303845190233 0.286 0.152 8.9883671408705e-08 1 LSMD1
PPT1 2.89526570162524e-12 0.508366982942998 0.309 0.167 9.4785208539807e-08 1 PPT1
MCL1 3.32174965763015e-12 0.417034684651063 0.532 0.382 1.08747440291496e-07 1 MCL1
DOK2 4.41170288177485e-12 0.353867047247463 0.361 0.215 1.44430328943545e-07 1 DOK2
PPP4C 4.61063750254625e-12 0.365232429606715 0.42 0.264 1.50943050558359e-07 1 PPP4C
VASP 7.32147680289906e-12 0.288550736125883 0.411 0.245 2.3969050757331e-07 1 VASP
DUSP1 9.15049970252712e-12 0.292750506997664 0.944 0.88 2.99569059261333e-07 1 DUSP1
GNAS 1.03124098692042e-11 0.314968658716417 0.428 0.271 3.37607674298007e-07 1 GNAS
NAAA 1.28389616574632e-11 0.41021759431063 0.286 0.157 4.20321926742029e-07 1 NAAA
EIF3K 1.43517651855119e-11 0.259816469761999 0.81 0.727 4.69848088643288e-07 1 EIF3K
RNF181 3.9420888308292e-11 0.320020312026773 0.328 0.194 1.29056104143686e-06 1 RNF181
SNF8 5.44855625328946e-11 0.444391437999976 0.296 0.168 1.7837483462019e-06 1 SNF8
PSMA7 6.72826012258015e-11 0.344829905368398 0.668 0.54 2.20269779893029e-06 1 PSMA7
PHPT1 7.3302081549937e-11 0.316194113894162 0.263 0.142 2.39976354578184e-06 1 PHPT1
GNG5 7.43670464099466e-11 0.387233276582599 0.407 0.268 2.43462836536883e-06 1 GNG5
TGFB1 1.19242281750153e-10 0.447818766092496 0.305 0.177 3.9037538199365e-06 1 TGFB1
C14orf2 2.51795089085707e-10 0.345696741146736 0.265 0.147 8.24326762648788e-06 1 C14orf2
OAS1 2.70199049186535e-10 0.251559543274614 0.303 0.171 8.84577647226879e-06 1 OAS1
MT-ND3 3.3574814607916e-10 0.32099674718449 0.313 0.182 1.09917228063396e-05 1 MT-ND3
CLTB 5.79903465473757e-10 0.322762864887088 0.294 0.169 1.89848796526799e-05 1 CLTB
NDUFB11 9.89844965195895e-10 0.29786435778468 0.526 0.381 3.24055444705832e-05 1 NDUFB11
FIBP 1.98348198645349e-09 0.383460306459584 0.265 0.152 6.49352332725145e-05 1 FIBP
CAST 2.15633023133943e-09 0.282093488163869 0.259 0.143 7.05939391135904e-05 1 CAST
CYC1 3.34440643056795e-09 0.259955057170424 0.296 0.171 0.000109489177723933 1 CYC1
COX17 4.0173468120213e-09 0.31848996037928 0.286 0.172 0.000131519899931953 1 COX17
CHMP1B 4.98861076940851e-09 0.327734321900876 0.363 0.239 0.000163317139368896 1 CHMP1B
ATP5I 5.50906496333169e-09 0.408959286542573 0.386 0.268 0.000180355768769553 1 ATP5I
SF3B5 5.55570162122879e-09 0.489250111442338 0.499 0.37 0.000181882559675788 1 SF3B5
SMS 5.65654001583187e-09 0.253855822230559 0.259 0.148 0.000185183807038304 1 SMS
COPE 7.2500034053963e-09 0.345525853277513 0.557 0.411 0.000237350611485864 1 COPE
KLF6 1.02776906125327e-08 0.251518753606874 0.762 0.625 0.000336471035273094 1 KLF6
FLNA 1.19014716171211e-08 0.286283547548379 0.313 0.19 0.000389630377801312 1 FLNA
ANAPC11 1.23792776309245e-08 0.30189242422399 0.351 0.224 0.000405272791081207 1 ANAPC11
LTA4H 1.30734323447487e-08 0.330837107965546 0.251 0.145 0.000427998028102384 1 LTA4H
UBL5 1.99889863458293e-08 0.281891165581054 0.557 0.421 0.000654399434989758 1 UBL5
MRPL54 2.49651837221637e-08 0.297752798492979 0.322 0.205 0.000817310184696194 1 MRPL54
SDHB 3.21569535671841e-08 0.601948476060245 0.309 0.196 0.00105275434588247 1 SDHB
METTL9 3.21953683512071e-08 0.349047434979362 0.344 0.232 0.00105401196908182 1 METTL9
AHNAK 3.55740335939881e-08 0.305527194862734 0.376 0.252 0.00116462271179998 1 AHNAK
NDUFB10 3.90226301325451e-08 0.33336721307065 0.432 0.31 0.00127752286527926 1 NDUFB10
BAG1 3.92802264060685e-08 0.286631129834199 0.265 0.158 0.00128595605208187 1 BAG1
SSR3 4.06432252436453e-08 0.328709302895486 0.271 0.161 0.00133057790802646 1 SSR3
SHKBP1 4.41394694144217e-08 0.29234870607181 0.251 0.147 0.00144503794968934 1 SHKBP1
COX5A 5.0907057284789e-08 0.365550207653607 0.466 0.331 0.00166659524138942 1 COX5A
IDH3G 6.3180135069407e-08 0.451809743649115 0.288 0.18 0.00206839126190225 1 IDH3G
MYO1F 7.91549147866806e-08 0.264595848873069 0.336 0.215 0.00259137360028635 1 MYO1F
ZFAND5 1.43166281064792e-07 0.278960126653921 0.259 0.157 0.00468697770949916 1 ZFAND5
LRRFIP1 1.7137397650421e-07 0.305772418257496 0.449 0.337 0.00561044124279481 1 LRRFIP1
UQCR10 2.3364978047321e-07 0.311267145623753 0.447 0.327 0.00764922651313195 1 UQCR10
ATP5J2 6.83478285953297e-07 0.277128770645661 0.422 0.303 0.0223757121255391 1 ATP5J2
ATP5EP2 1.13712309908012e-06 0.287643181572687 0.374 0.262 0.0372271360176848 1 ATP5EP2
ENY2 2.19315636105933e-06 0.310506198871634 0.278 0.178 0.0717995529483604 1 ENY2
CKLF 5.19034930150485e-06 0.264176319826056 0.292 0.199 0.169921655432666 1 CKLF
PGAM1 1.50772264282326e-05 0.274738691476282 0.309 0.221 0.493598238807477 1 PGAM1
SRSF9 1.74920416549088e-05 0.320022038306654 0.39 0.289 0.572654459698403 1 SRSF9
NEDD8 1.9420895748257e-05 0.272101122312697 0.58 0.484 0.635801285006438 1 NEDD8
PSME2 4.06184963000953e-05 0.253765672398238 0.61 0.541 1 1 PSME2
PCBP1 5.80547495495253e-05 0.252265299240195 0.543 0.441 1 1 PCBP1
ATP5H 6.78746742194426e-05 0.257716173866515 0.428 0.342 1 1 ATP5H
JTB 9.41556616015318e-05 0.268897668665047 0.501 0.411 1 1 JTB
PSMB7 0.000154247060914435 0.28402184458151 0.39 0.299 1 1 PSMB7
ALKBH7 0.000234283448021266 0.334092035978179 0.303 0.222 1 1 ALKBH7
SCAND1 0.000292886191537388 0.283229364520584 0.37 0.286 1 1 SCAND1
SSR4 0.000846917797307305 0.26562137568287 0.624 0.561 1 1 SSR4
LAMTOR5 0.00451288056225709 0.320872205741605 0.336 0.267 1 1 LAMTOR5
IL32 3.64761638113613e-83 0.789500348920264 0.943 0.471 1.19415665085635e-78 2 IL32
LTB1 2.00142335759208e-82 0.862264152232523 0.982 0.646 6.55225978808494e-78 2 LTB
LDHB1 2.23539862817043e-68 0.628273639562396 0.965 0.615 7.31824802890435e-64 2 LDHB
CD3D1 5.18306758793713e-65 0.636848463613012 0.914 0.438 1.69683266693886e-60 2 CD3D
IL7R1 1.35550687531878e-64 0.821820098937877 0.749 0.33 4.43765840841863e-60 2 IL7R
CD2 4.93425111492326e-55 0.843154022915038 0.648 0.25 1.61537513000358e-50 2 CD2
CD3E1 1.77216771217941e-54 0.612465414063545 0.84 0.412 5.80172265613294e-50 2 CD3E
AQP31 1.45385817854507e-53 0.846258616130654 0.415 0.115 4.75964090492083e-49 2 AQP3
TRAT11 3.58619932229001e-44 0.584275454050946 0.409 0.124 1.1740499341313e-39 2 TRAT1
CD40LG 2.90092734782147e-43 0.615978356739728 0.288 0.066 9.49705595129793e-39 2 CD40LG
TPT11 1.91690714097736e-41 0.284973269857623 0.998 0.984 6.27557059813167e-37 2 TPT1
SPOCK2 2.13156225867544e-34 0.573826391900221 0.431 0.163 6.97830852245167e-30 2 SPOCK2
GIMAP7 8.64519666191737e-34 0.40907872399051 0.789 0.488 2.83026448317851e-29 2 GIMAP7
TTC39C 9.17790571137849e-34 0.489577431393639 0.316 0.096 3.00466277179109e-29 2 TTC39C
RPS251 1.75591361659937e-31 0.264042069405563 1 0.977 5.74850999802301e-27 2 RPS25
MYL12A 1.23159741151507e-30 0.323548936107194 0.978 0.852 4.03200360581803e-26 2 MYL12A
PRDX21 1.71865190448497e-30 0.446611997553943 0.534 0.24 5.6265226049029e-26 2 PRDX2
JUN 5.011771069165e-30 0.415776074707444 0.91 0.708 1.64075361262324e-25 2 JUN
JUNB1 1.17700902329572e-29 0.384829586872174 0.98 0.891 3.85329214046552e-25 2 JUNB
AES1 1.49985127947627e-29 0.489990036822479 0.747 0.44 4.91021311874941e-25 2 AES
TRADD 1.566853420816e-29 0.54988120849064 0.363 0.139 5.12956472906742e-25 2 TRADD
TMEM661 1.95624487574238e-29 0.392069132654402 0.93 0.698 6.40435447420539e-25 2 TMEM66
RPSA1 8.8167307921787e-29 0.280796684365047 0.998 0.951 2.88642132674346e-24 2 RPSA
CD271 2.09530423917178e-27 0.466466866860252 0.444 0.197 6.85960701820058e-23 2 CD27
RPLP01 2.23147453737492e-27 0.302216919277056 0.989 0.943 7.30540134045801e-23 2 RPLP0
CD3G1 7.44658370982616e-27 0.413526002567363 0.429 0.175 2.43786257492289e-22 2 CD3G
NOSIP1 1.08499463301244e-26 0.406510976774534 0.673 0.378 3.55205542955614e-22 2 NOSIP
ANXA1 2.60341969831292e-26 0.424974128570438 0.8 0.55 8.52307540833684e-22 2 ANXA1
LCK1 3.09019318781866e-26 0.435673200778244 0.607 0.31 1.01166744582807e-21 2 LCK
ITM2A 5.49820893197692e-26 0.384609645941369 0.281 0.095 1.8000036401506e-21 2 ITM2A
MAL1 6.52314063120214e-26 0.500490037301755 0.29 0.101 2.13554577984296e-21 2 MAL
VIM1 1.23458962091023e-25 0.301515589133218 0.954 0.77 4.04179950093592e-21 2 VIM
RPS291 1.60383422002075e-25 0.273921780793727 0.987 0.914 5.25063246950392e-21 2 RPS29
PLP2 1.85191513608766e-25 0.534805315499931 0.549 0.3 6.06279977252376e-21 2 PLP2
EVL1 2.97349814683621e-25 0.388012843999407 0.756 0.486 9.73463823311237e-21 2 EVL
HINT11 3.21062450643998e-25 0.342166601633337 0.837 0.601 1.05109425091832e-20 2 HINT1
ARHGAP15 1.85199188357095e-24 0.413676660661243 0.479 0.235 6.06305102843458e-20 2 ARHGAP15
OPTN 5.56175089675355e-23 0.501405246172383 0.299 0.111 1.82080600857918e-18 2 OPTN
TNFAIP8 2.16926601376131e-22 0.46428955456508 0.451 0.215 7.10174307585177e-18 2 TNFAIP8
FLT3LG1 4.67223532628478e-22 0.37123143283714 0.338 0.138 1.52959640111911e-17 2 FLT3LG
LAT1 1.08975924587945e-21 0.426381374486074 0.402 0.182 3.56765381916013e-17 2 LAT
CORO1B 2.88157263189545e-21 0.640246918252059 0.312 0.136 9.43369248229932e-17 2 CORO1B
FXYD5 3.91677778779928e-21 0.374535980382779 0.899 0.702 1.28227471216973e-16 2 FXYD5
GIMAP51 6.52928943757733e-21 0.452739338550477 0.475 0.246 2.13755877607407e-16 2 GIMAP5
SIT1 9.9909274297688e-21 0.408805157930015 0.29 0.114 3.27082982195771e-16 2 SIT1
GSTK1 1.07543682078165e-20 0.405071303398135 0.745 0.513 3.52076506387497e-16 2 GSTK1
SUSD3 2.07908358145631e-20 0.499569849208636 0.284 0.114 6.80650382897168e-16 2 SUSD3
PBXIP1 3.87052576811651e-20 0.375510632577467 0.314 0.131 1.26713272596598e-15 2 PBXIP1
